Date,Topic,Title of Headline Roundup,url_story,left_story_title,left_story_url,left_story_source,left_story_leaning,left_story_text,center_story_title,center_story_url,center_story_source,center_story_leaning,center_story_text,right_story_title,right_story_url,right_story_source,right_story_leaning,right_story_text
2019-12-19,Politics,House Speaker Nancy Pelosi May Delay Senate Impeachment Trial,/story/house-speaker-nancy-pelosi-may-delay-senate-impeachment-trial,Pelosi Signals Possible Delay To Senate Impeachment Trial,https://www.huffpost.com/entry/nancy-pelosi-articles-of-impeachment-senate_n_5dfae605e4b01834791b1158,HuffPost,Left,"
Expressing concerns about a potentially unfair trial, the House speaker would not commit to a timeline for sending the articles of impeachment to the Senate. Expressing concerns about the potential bias of a Senate impeachment trial, House Speaker Nancy Pelosi said Wednesday that she would not immediately be transmitting the articles of impeachment against President Donald Trump to the Senate. “We’re not sending it tonight,” Pelosi told reporters shortly after the House voted to impeach Trump on charges of abuse of power and obstruction of Congress. The House leader would... ","After House Impeaches Trump, Timing of Next Steps Is Unclear",https://www.wsj.com/articles/after-house-impeaches-trump-timing-of-next-steps-is-unclear-11576755097,Wall Street Journal (News),Center,"
Pelosi weighs delaying delivery of articles of impeachment to Senate until Republicans set trial rules she considers fair. The morning after the House voted along party lines to impeach President Trump, it was uncertain when and under what procedures the Senate would conduct his trial. The House on Wednesday approved abuse-of-power and obstruction-of-Congress articles against Mr. Trump in the wake of his pressing Ukraine to investigate former Vice President Joe Biden, a leading 2020 Democratic presidential candidate. Nearly all Democrats, led by House Speaker Nancy Pelosi (D., Calif.), supported the... ",Pelosi threatens to withhold impeachment articles until Senate guarantees 'fair' trial,https://www.washingtontimes.com/news/2019/dec/18/nancy-pelosi-democrats-demand-fair-senate-impeachm/,Washington Times,Lean Right,"
House Democratic leaders on Wednesday said they were not in a rush to hand off impeachment to the Senate, demanding a fair process. “The question is now whether Senator McConnell will allow a fair trial in the Senate,” House Permanent Select Committee on Intelligence Chairman Adam B. Schiff said. “A trial that should be fair to the president, yes, but should be fair also to the American people.” House Speaker Nancy Pelosi said the next step for the House — naming impeachment managers — cannot occur until they know what... "
2019-12-16,Politics,Democratic Rep. Jeff Van Drew to Switch Parties,/story/democratic-rep-jeff-van-drew-switch-parties,Republicans to Jeff Van Drew: Not so fast,https://www.inquirer.com/politics/new-jersey/jeff-van-drew-new-jersey-republican-primary-20191216.html,The Philadelphia Inquirer,Lean Left,"
Republicans aren’t exactly rolling out the red carpet for Jeff Van Drew. The New Jersey Democratic congressman may have hoped his defection to the GOP would ease his path to reelection in a conservative-leaning district. His political prospects as a Democrat had been imperiled by his opposition to impeaching President Donald Trump, which outraged activists and party officials. But before he even officially switches parties, Van Drew is facing firm opposition from multiple Republicans who were already running for the 2nd District nomination, as well as local GOP leaders and... ",Ratings change: Van Drew going Republican tilts NJ race to GOP,https://www.rollcall.com/news/ratings-change-van-drew-becoming-republican-tilts-nj-race-gop,Roll Call,Center,"
As if impeachment wasn’t providing enough news, New Jersey Rep. Jeff Van Drewdecided to switch parties. Even though it’s not quite official, more than half of his staff resigning should be a significant clue. His decision changes the partisan makeup in the House by one seat without fundamentally altering the 2020 fight for the majority. Van Drew was facing pressure from the left for not being progressive enough and pressure from the right because he represents a district Donald Trump carried in 2016, with votes on two articles of impeachment... ","Democrats Attack ‘Traitor’ ‘Rat’ Jeff Van Drew For Leaving Party, Staff Resigns",https://www.dailywire.com/news/breaking-democrats-attack-traitor-rat-jeff-van-drew-for-leaving-party-staff-resigns,The Daily Wire,Right,"
Democrats began to attack New Jersey Democratic Representative Jeff Van Drew – whose staff has started to resign – on Sunday after reports surfaced over the weekend that Van Drew was leaving the party and joining the Republican Party. “I think Jeff Van Drew is making a serious mistake. I understand that he feels if he votes against impeachment, he’ll lose in a Democratic primary [and] he could,” Democratic Rep. Steve Cohen (TN) told CNN on Sunday. “But you know he got elected with Democratic votes under a Democratic banner... "
2019-12-05,Elections,Kerry Endorses Biden,/story/kerry-endorses-biden,John Kerry endorses Joe Biden for 2020 election,https://www.cnn.com/2019/12/05/politics/john-kerry-endorses-joe-biden/index.html,CNN Digital,Lean Left,"
Washington (CNN) - Former Secretary of State John Kerry on Thursday endorsed Joe Biden for president in the 2020 race, saying the former vice president has the character and leadership skills to beat President Donald Trump.
""I believe Joe Biden is the President our country desperately needs right now, not because I've known Joe so long, but because I know Joe so well,"" Kerry said in a statement provided by the Biden campaign.
",Kerry endorses Biden in 2020 race: He 'can beat Donald Trump',https://thehill.com/homenews/campaign/473209-kerry-endorses-biden-in-2020-race-he-can-beat-donald-trump,The Hill,Center,"
Former Secretary of State John Kerry threw his support behind Joe Biden’s presidential campaign on Thursday, saying that the former vice president is “uniquely the person running for president who can beat Donald Trump” in 2020. “I believe Joe Biden is the President our country desperately needs right now, not because I’ve known Joe so long, but because I know Joe so well,” Kerry, a former U.S. senator and the Democratic Party’s 2004 presidential nominee, said in a statement released by Biden’s campaign. “I’ve never before seen the world more... ","John Kerry endorses Joe Biden, says he’s the one ‘who can beat Trump’",https://nypost.com/2019/12/05/john-kerry-endorses-joe-biden-says-hes-the-one-who-can-beat-trump/,New York Post (News),Lean Right,"
Former Secretary of State John Kerry endorsed Joe Biden’s presidential bid Thursday, saying even President Trump understands that the former vice president can beat him in 2020. “I believe Joe Biden is the President our country desperately needs right now, not because I’ve known Joe so long, but because I know Joe so well. I’ve never before seen the world more in need of someone who on day one can begin the incredibly hard work of putting back together the world Donald Trump has smashed apart,” the 2004 Democratic presidential... "
2019-11-05,Banking and Finance,Dow Climbs To Record High,/story/dow-climbs-record-high,Dow hits record as stock market rally extends into 5th week,https://www.washingtonpost.com/world/europe/asian-markets-follow-wall-street-rise-on-us-jobs-data/2019/11/03/cc557d1a-feb6-11e9-8341-cc3dce52e7de_story.html,Washington Post,Lean Left,"
The Dow Jones Industrial Average returned to a record on Monday, joining other market gauges at all-time highs, as the stock market’s rally carried into a fifth week. Oil producers, banks and other stocks that do well when the economy is strengthening again led the way. It’s a notable shift in leadership following months of struggles for what Wall Street calls “cyclical” stocks, which lagged due to worries about trade wars and the slowing global economy. Behind the resurgence for cyclicals are rising hopes that the United States and China... ",U.S. Stocks Outpacing the Rest of the World,https://www.wsj.com/articles/u-s-stocks-outpacing-the-rest-of-the-world-11572863400?mod=hp_lead_pos2,Wall Street Journal (News),Center,"
Steady consumer spending and strength in the labor market keep supporting U.S. stocks despite fears of a recession. The Dow Jones Industrial Average climbed Monday to its first record since mid-July, the latest example of investors’ faith in the domestic economy powering U.S. stocks to fresh highs. Buoyed by optimism about a U.S.-China trade accord and last week’s upbeat figures on third-quarter economic growth and October hiring, the blue-chip index climbed 0.4% to 27462.11. The rally brought its 2019 advance to 18% in what has been a banner year on... ","Stocks spike to record highs as trade optimism, earnings provide spark",https://www.foxbusiness.com/markets/stocks-look-to-add-to-gains-on-jobs-and-trade-optimism,Fox News Digital,Right,"
All three of the major averages closed at record highs on Monday as renewed trade hopes and strong earnings propelled stocks higher. The Dow Jones Industrial Average gained 114 points, or 0.42 percent, to book its first record close since July 23. The S&P 500 and Nasdaq finished in record territory for a second straight day. President Trump celebrated the records in a tweet : Stock Market hits RECORD HIGH. Spend your money well! The record-setting day came after the Chinese Foreign Ministry said Trump and Chinese President Xi Jinping... "
2019-08-31,China,Hong Kong Demonstrators Defy Protest Ban,/story/hong-kong-demonstrators-defy-protest-ban,"Hong Kong police fire tear gas, water cannon as latest protests turn violent",https://www.nbcnews.com/news/world/hong-kong-police-fire-tear-gas-water-cannon-protests-turn-n1048596,NBC News Digital,Lean Left,"
Hong Kong police fired tear gas and water cannons on Saturday, while protesters launched Molotov cocktails, as anti-government demonstrations that have roiled the territory for months once again turned violent.
Police fired round after round of tear gas as protesters took cover behind umbrellas between the local headquarters of China's People's Liberation Army and government HQ. Protesters also threw bricks at police.
",Violence Erupts in Hong Kong as Protesters Defy Police,https://www.wsj.com/articles/were-not-afraid-hong-kong-protesters-march-in-defiance-of-police-ban-11567240229?mod=hp_lead_pos1,Wall Street Journal (News),Center,"
HONG KONG—Police fired water cannons and tear gas to disperse protesters besieging the city’s government headquarters, as tens of thousands took to the streets in defiance of a police ban on antigovernment demonstrations. Violence flared in the Admiralty area late Saturday afternoon after crowds occupied major roads in processions that stretched for miles through the city. In other districts, people of all ages held umbrellas in drizzling rain, chanting for freedom as social unrest stretched into a 13th weekend. By about 5:30 p.m., police fired multiple volleys of tear gas... ",Pro-Democracy Activists Joshua Wong and Agnes Chow Arrested in Hong Kong,https://reason.com/2019/08/30/pro-democracy-activists-joshua-wong-and-agnes-chow-arrested-in-hong-kong/,Reason,Lean Right,"
Two prominent Hong Kong activists, Joshua Wong and Agnes Chow, were arrested Friday for participating in unauthorized assembly and inciting other protesters to do the same. Both have been released on bail. Hong Kong police have also denied organizers permission to hold a march planned for Saturday. The two 22-year-olds are leaders of Demosisto, an organization that backs greater autonomy and self-government for Hong Kong. (Wong serves as secretary-general while Chow is on the standing committee.) Wong first entered protest politics during Hong Kong's ""umbrella movement"" of 2014. Those roughly... "
2019-06-27,Elections,Health Care And Immigration Dominate The First Democratic Presidential Debate,/story/health-care-and-immigration-dominate-first-democratic-presidential-debate,Winners and losers from the Democratic presidential debate’s first night,https://www.washingtonpost.com/politics/2019/06/27/winners-losers-democratic-presidential-debates-first-night/?utm_term=.96b70d1fc577,Washington Post,Lean Left,"
The first night of the first debate of the 2020 Democratic presidential primary is over, with the first 10 candidates jousting Wednesday night in Miami. Below are our winners and losers. Winners Elizabeth Warren: The Massachusetts senator went into the debate with the biggest target on her back as the highest-polling candidate onstage. But she largely skated. Other candidates didn’t seem to have the appetite to put her on the spot. After the first question, Sen. Amy Klobuchar (D-Minn.), Former Texas congressman Beto O’Rourke and Sen. Cory Booker (D-N.J.) all... ","Democrats clash on healthcare, border in scrappy first U.S. presidential debate",https://www.reuters.com/article/us-usa-election-debate/democrats-clash-on-healthcare-border-in-scrappy-first-u-s-presidential-debate-idUSKCN1TR168,Reuters,Center,"
Democratic presidential contenders battled over healthcare coverage and border policy on Wednesday during a surprisingly heated first debate that laid bare the party’s divisions on whether to abolish private insurance and shift to a Medicare-for-All system. In the first round of back-to-back debates, several of the lesser-known candidates vied for attention in the crowded race to take on President Donald Trump, shouting over one another to grab the spotlight and prove they are capable of standing up to the Republican in the November 2020 election. The Democratic contenders repeatedly attacked... ",OPINION: Dem debate reveals wacky things required of liberal candidates. This is how to defeat Trump?,https://www.foxnews.com/opinion/liz-peek-democratic-debate-reveals-wacky-things-required-of-liberal-candidates-this-is-how-to-defeat-trump,Guest Writer - Right,Lean Right,"
The greatest problem facing the U.S., according to the Democratic presidential candidates who appeared at their first debate Wednesday night, is the power of large corporations. Sen. Elizabeth Warren of Massachusetts and her colleagues assured us that it is big business that is to blame for gun violence, drug addiction, mass incarceration, inadequate health care, illegal immigration and the plight of working people. The Democratic presidential hopefuls want to raise taxes on corporations, break them up and rein them in. Warren’s most passionate moment of the evening came when she... "
2019-06-17,Middle East,Iran To Break Limit On Uranium Stockpile,/story/iran-break-limit-uranium-stockpile,Iran says it will break the uranium stockpile limit agreed under nuclear deal in 10 days,https://www.cnn.com/2019/06/17/middleeast/iran-nuclear-deal-stockpile-intl/index.html,CNN Digital,Lean Left,"
Iran is ramping up enrichment of low-grade uranium and will pass the limit it is allowed to stockpile under the nuclear deal in 10 days, a spokesman for the Iranian atomic agency announced Monday. During a news conference at the Arak heavy water reactor facility, Behrouz Kamalvandi said that Iran had increased low enriched uranium production fourfold and would exceed the limit of 300 kilograms by June 27, in the latest blow to the nuclear deal agreed between Tehran and world powers in 2015. ""If Iran feels that the sanctions... ","Iran to Breach Limits of Nuclear Pact, Putting Bid to Save Deal in Doubt",https://www.wsj.com/articles/iran-to-breach-limits-of-nuclear-pact-putting-bid-to-save-deal-in-doubt-11560765015?mod=hp_lead_pos1,Wall Street Journal (News),Center,"
Iran said it would exceed limits on its enriched-uranium stockpiles before the end of this month, days after the U.S. accused Tehran of orchestrating a second set of attacks on tankers near a vital global-shipping route. If it carries through the threat, Iran would breach the enriched-uranium cap set in the 2015 nuclear deal, jeopardizing European efforts to save a pact that President Donald Trump withdrew from last year. Iran warned in early May it would withdraw from parts of the nuclear deal in retaliation, but its Monday announcement after... ","Iran to break uranium stockpile limit set by nuclear deal, spokesman says",https://www.foxnews.com/world/iran-to-break-uranium-stockpile-limit-set-by-nuclear-deal-spokesman-says,Fox News Digital,Right,"
Amid increased brinksmanship with the United States, Iran announced Monday its intention to exceed the low-enriched uranium stockpile limit it agreed to in the 2015 nuke deal -- unless certain demands are met by the pact's remaining signatories within the next 10 days. More provocatively, the Islamic Republic's Atomic Energy Organization spokesman warned Iran could enrich uranium up to 20 percent -- just a step below weapons-grade level. Behrouz Kamalvandi spoke to journalists at the country's Arak heavy water facility. He acknowledged Iran has already quadrupled its production of low-enriched... "
2018-09-17,Public Health,Coca-Cola Reportedly Exploring Cannabis-Infused Beverages,/story/coca-cola-reportedly-exploring-cannabis-infused-beverages,Coke could make a move into cannabis-infused drinks,https://money.cnn.com/2018/09/17/news/companies/coca-cola-cannabis/index.html,CNN Digital,Lean Left,"
Coca-Cola is considering a move into the growing market for cannabis-infused drinks.
",Coca-Cola 'in talks' over cannabis-infused drinks,https://www.bbc.com/news/amp/business-45545233,BBC News,Center,"
Coca-Cola is best known for its eponymous caffeine-based drink, but the firm now appears to be experimenting with a different drug: cannabis.
",Coca-Cola to get into the cannabis business? ‘The space is evolving quickly’,https://www.theblaze.com/news/2018/09/17/coca-cola-to-get-into-the-cannabis-business-the-space-is-evolving-quickly,The Blaze,Right,"
Coca-Cola is eyeing the cannabis market, according to a Monday Bloomberg report.
"
2018-08-21,Politics,Paul Manafort Found Guilty on Eight Counts of Bank and Tax Fraud,/story/paul-manafort-found-guilty-eight-counts-bank-and-tax-fraud,"It could be Trump’s worst day, ever: Manafort guilty on eight counts",https://www.washingtonpost.com/news/opinions/wp/2018/08/21/it-could-be-trumps-worst-day-ever-manafort-guilty-on-eight-counts/?utm_term=.c1d9519342c0,Jennifer Rubin,Lean Left,"
The handwriting was on the wall — or rather, on a note from the Paul Manafort jury to U.S. District Judge T.S. Ellis at approximately 11 a.m. inquiring what the jury should do if it could not reach a decision on “a single count.” When the verdict finally came in, the jury was hung on 10 counts but convicted on the remaining eight counts relating to tax and bank fraud.
",Paul Manafort Convicted of Eight Counts of Fraud,https://www.wsj.com/articles/paul-manafort-jury-trial-verdict-day4-1534861860,Wall Street Journal (News),Center,"
Former Trump campaign chairman Paul Manafort was convicted Tuesday of eight charges related to tax and bank fraud, in the first trial to stem from Special Counsel Robert Mueller’s investigation.
","Manafort split verdict says nothing on Trump, Russia, and the 2016 election",https://www.washingtonexaminer.com/opinion/columnists/paul-manafort-split-verdict-says-nothing-on-trump-russia-and-the-2016-election,Washington Examiner,Lean Right,"
What does the Paul Manafort divided verdict -- guilty on 8 fraud charges with a mistrial declared on the remaining 10 charges -- mean for the question of whether the Trump campaign conspired with Russia to fix the 2016 election?
"
2018-06-16,Immigration,White House Says Trump Will Sign GOP Immigration Bill,/story/white-house-says-trump-will-sign-gop-immigration-bill,"White House, in reversal, embraces Dreamer legislation",https://www.politico.com/story/2018/06/15/trump-no-immigration-bill-compromise-648967,Politico,Lean Left,"
The president’s comments came hours after he seemed to disavow a compromise immigration bill.
",White House walks back Trump's rejection of immigration compromise,http://thehill.com/homenews/house/392512-white-house-walks-back-trumps-rejection-of-immigration-compromise,The Hill,Center,"
President Trump in fact supports both of the House GOP immigration bills expected to receive votes next week and misspoke earlier Friday when he said that he would oppose a compromise measure between centrists and conservatives, a White House official told The Hill.
","White House reverses Trump, says he will sign GOP leaders' immigration bill",https://www.washingtontimes.com/news/2018/jun/15/white-house-reverses-trump-says-he-will-sign-gop-l/,Washington Times,Lean Right,"
The White House said Friday evening that President Trump misunderstood the question when he blasted Republican leaders’ immigration bill, and insisted he really does support the compromise plan that just hours earlier he said he “wouldn’t sign.”
"
2018-03-22,Education,DeVos Commission to Reconsider Obama-era Disciplinary Guidelines for Minority Students,/story/devos-commission-reconsider-obama-era-disciplinary-guidelines-minority-students,Trump Blames School Shootings On An Obama Policy That Helps Minority Students Avoid Discrimination,https://www.bustle.com/p/trump-blames-school-shootings-on-obama-policy-that-helps-minority-students-avoid-discrimination-8482327,Bustle,Lean Left,"
As part of his new effort to focus on school safety in response to the mass shooting at Marjory Stoneman Douglas High School, President Trump has returned to an old punching bag: his predecessor. Trump's school safety commission will investigate an Obama policy originally meant to help minority students avoid disciplinary discrimination. The policy, despite its success in some areas, has come under fire in conservative circles because of a perception that it lets dangerous individuals avoid punishment.
",DeVos commission to mull Obama ‘Rethink School Discipline’ policies,http://thehill.com/blogs/blog-briefing-room/378082-devos-commission-to-mull-obama-rethink-school-discipline-policies,The Hill,Center,"
A commission led by Education Secretary Betsy DeVos will reconsider the Obama administration's guidance for school disciplinary policies.
",Obama directive easing school discipline for minority students fueling classroom chaos,https://www.washingtontimes.com/news/2018/mar/21/obama-school-discipline-directive-fueling-classroo/,Washington Times,Lean Right,"
The Trump administration is being accused of racism for targeting an Obama-era directive compelling schools to ease up on discipline for minority students — even though the policy has made life more difficult for kids, including minorities, stuck in increasingly unruly classrooms.
"
2018-02-28,Gun Control and Gun Rights,Major Retailer Pulls Assault-Style Rifles,/story/major-retailer-pulls-assault-style-rifles,Dick’s Sporting Goods Will Quit Selling Assault-Style Rifles,https://www.huffingtonpost.com/entry/dicks-sporting-goods-assault-rifles_us_5a969cece4b07dffeb6e3d77,HuffPost,Left,"
The big sporting goods retailer joins Corporate America’s response to the scourge of gun violence.
",Dick's Sporting Goods pulls assault-style rifles as Florida students return,http://www.bbc.com/news/world-us-canada-43223279,BBC News,Center,"
As students at the Florida school where 17 people were recently killed returned to classes, a major gun retailer has announced it will completely stop selling the kind of weapon used in the attack.
","Dick's Sporting Goods Caves, Announces End to Sale of Semi-Automatic Rifles, Other Changes",https://townhall.com/tipsheet/leahbarkoukis/2018/02/28/dicks-caves-announces-end-to-sale-of-semiautomatic-weapons-n2455468,Townhall,Right,"
Dick’s Sporting Goods announced Wednesday they are making major changes to their firearms policies.
The company will no longer sell semi-automatic rifles in their stores, effective immediately. High-capacity magazines will also not be sold and stores will no longer allow people under the age of 21 to purchase any firearm.
"
2018-02-24,Politics,Gates Pleads Guilty,/story/gates-pleads-guilty,Robert Mueller just flipped his third former Trump aide,https://www.vox.com/2018/2/23/17045226/robert-mueller-flip-rick-gates-russia,Vox,Left,"
Rick Gates — Paul Manafort’s right-hand man — is now cooperating with the Russia investigation.
",Former Trump adviser pleads guilty in Mueller probe,http://thehill.com/policy/national-security/375309-former-trump-adviser-pleads-guilty-in-mueller-probe,The Hill,Center,"
Former Trump campaign adviser Richard Gates pleaded guilty Friday afternoon as part of a deal with special counsel Robert Mueller in his investigation into Russian interference in the election.
",Former Trump campaign aide Rick Gates pleads guilty to conspiracy and lying to the FBI,https://www.theblaze.com/news/2018/02/23/former-trump-campaign-aide-rick-gates-pleads-guilty-to-conspiracy-and-lying-to-the-fbi,The Blaze,Right,"
Rick Gates, a former top adviser to President Donald Trump’s campaign, appeared in federal court Friday where he pleaded guilty to conspiracy and lying to the FBI, USA Today reported.
"
2018-02-20,Gun Control and Gun Rights,Florida Students Stage Walkout to Advocate for Gun Control,/story/florida-students-stage-walkout-advocate-gun-control,Florida students chanting ‘We want change’ walk out of schools to protest gun violence,https://www.washingtonpost.com/news/answer-sheet/wp/2018/02/20/florida-students-chanting-we-want-change-walk-out-of-schools-to-protest-gun-violence/,Washington Post,Lean Left,"
Students and staff at a South Florida high school walked out of class Tuesday to protest gun violence and marched to Marjory Stoneman Douglas High School in Parkland, Fla., where 17 students and staff members were killed by a gunman using a semiautomatic rifle.
","Florida students stage walkout, march toward site of deadly mass shooting",http://thehill.com/homenews/state-watch/374670-students-stage-walk-out-march-toward-high-school-where-deadly-florida,The Hill,Center,"
Hundreds of students from a Florida high school just miles from the site of a deadly mass shooting last week staged a walkout on Tuesday.
","Florida students walk out of classes, embark on 10-mile walk to site of last week's school shooting",http://www.washingtonexaminer.com/florida-students-walk-out-of-classes-embark-on-10-mile-walk-to-site-of-last-weeks-school-shooting-watch/article/2649520,Washington Examiner,Lean Right,"
Approximately 20 students from West Boca Raton High School, Fla., staged a walk-out during school Tuesday and have embarked on a 10-mile walk to Marjory Stoneman Douglas High School, the site of the Feb. 14 massacre.
"
2017-11-16,Politics,Tax Bill Vote Looms in House,/story/tax-bill-vote-looms-house,The House is voting on its tax bill Thursday. Here’s what is in it.,https://www.washingtonpost.com/news/wonk/wp/2017/11/16/the-house-is-voting-on-its-tax-bill-thursday-heres-what-is-in-it/?utm_term=.e7f17898ff69,Washington Post,Lean Left,"
The big day is finally here for President Trump and GOP House Speaker Paul D. Ryan (Wis.). On Thursday, the House is set to vote on the tax bill, the central piece of the Republican plan to boost the U.S. economy. No Democrats are expected to vote for the bill, meaning Ryan can only lose 22 GOP votes.
",House GOP set for big tax win,http://thehill.com/homenews/house/360611-house-gop-set-for-big-tax-win,The Hill,Center,"
House Republicans are poised Thursday to pass a sweeping tax-reform package that, if enacted, would deliver the first major legislative victory of the Trump era.
","Tax bill vote looms in House, with little drama: 'It's eerie'",http://www.foxnews.com/politics/2017/11/16/tax-bill-vote-looms-in-house-with-little-drama-its-eerie.html,Fox News Digital,Right,"
“It’s almost like a mirage,” said one senior House Republican aide. “We were just waiting for people to throw sand in the gears.”
"
2017-09-13,Politics,Sanders to Introduce Single-Payer Bill,/story/sanders-introduce-single-payer-bill,OPINION: Bernie Sanders: Why We Need Medicare for All,https://www.nytimes.com/2017/09/13/opinion/bernie-sanders-medicare-single-payer.html?action=click&pgtype=Homepage&clickSource=story-heading&module=opinion-c-col-left-region®ion=opinion-c-col-left-region&WT.nav=opinion-c-col-left-region,New York Times (News),Lean Left,"
This is a pivotal moment in American history. Do we, as a nation, join the rest of the industrialized world and guarantee comprehensive health care to every person as a human right? Or do we maintain a system that is enormously expensive, wasteful and bureaucratic, and is designed to maximize profits for big insurance companies, the pharmaceutical industry, Wall Street and medical equipment suppliers?
",Bernie Sanders flexes power on single-payer,http://thehill.com/policy/healthcare/350386-bernie-sanders-flexes-power-on-single-payer,The Hill,Center,"
When Sen. Bernie Sanders last introduced a single-payer bill in 2013, it didn’t attract a single co-sponsor. Now, as he unveils his “Medicare for all” bill on Wednesday, some of the biggest names in the Democratic Party will be by his side.
",Democrats divided ahead of Bernie Sanders' 'Medicare-for-all' bill release,http://www.washingtonexaminer.com/democrats-divided-ahead-of-bernie-sanders-medicare-for-all-bill-release/article/2634192,Washington Examiner,Lean Right,"
Senate Democrats are set to announce a new push for single-payer healthcare on Wednesday featuring several 2020 hopefuls touting legislation from Sen. Bernie Sanders, I-Vt., to expand Medicare to everyone.
But divisions remain in the Democratic caucus over whether government-run healthcare may be going too far. Some of the most vulnerable Senate Democrats running for re-election in 2018 are not offering a warm embrace of the policy.
"
2017-09-12,Elections,Messages from Clinton’s Book,/story/messages-clinton-s-book,Hillary Clinton's book has a clear message: don't blame me,https://www.theguardian.com/commentisfree/2017/sep/12/hillary-clintons-book-what-happened-clear-message,The Guardian,Lean Left,"
How do you lose the presidency to a man like Donald Trump? He was the most unpopular presidential candidate of all time, compounding blunder with blunder and heaping gaffe upon gaffe. Keeping him from the Oval Office should have been the single-minded mission of the Democratic party. And it should have been easy for them.
",Five memorable moments from Hillary Clinton’s newest book,http://thehill.com/homenews/campaign/350145-five-memorable-moments-from-hillary-clintons-newest-book,The Hill,Center,"
Hillary Clinton’s book on her 2016 election loss, “What Happened,” hits bookshelves on Tuesday. Here are five of the most memorable anecdotes shared by Clinton in her book.
","From Comey to Misogyny, Hillary Clinton Offers Laundry List of Excuses for Why She Lost in 2016",http://www.breitbart.com/big-government/2017/09/11/from-comey-to-misogyny-hillary-clinton-offers-laundry-list-of-excuses-for-why-she-lost-in-2016/,Breitbart News,Right,"
Hillary Clinton blames a host of factor for why she lost the 2016 presidential election to Donald Trump.
"
2017-08-05,Defense and Security,Trump Defends McMaster,/story/trump-defends-mcmaster,Trump Defends McMaster as Conservatives Seek His Dismissal,https://www.nytimes.com/2017/08/04/us/politics/trump-mcmaster-national-security-conservatives.html?rref=collection/sectioncollection/politics,New York Times (News),Lean Left,"
President Trump defended Lt. Gen. H. R. McMaster, his embattled national security adviser, on Friday in the face of a full-bore campaign by the nationalist wing of his political coalition accusing him of undermining the president’s agenda and calling for his dismissal.
",Trump defends McMaster in wake of criticism on the right,http://thehill.com/homenews/administration/345426-trump-defends-mcmaster-in-wake-of-right-wing-criticism,The Hill,Center,"
President Trump is defending his national security adviser H.R. McMaster in the wake of criticism from those in the nationalist wing of his political coalition.
","Trump backs McMaster as critics, White House rivals question Rice authorization",http://www.foxnews.com/politics/2017/08/05/trump-backs-mcmaster-as-critics-white-house-rivals-question-rice-authorization.html,Fox News Digital,Right,"
President Trump gave H.R. McMaster a vote of confidence after the national security adviser's rivals seized on a letter McMaster sent to his Obama predecessor Susan Rice giving her continued access to classified information.
"
2017-07-02,Polarization,Trump Intensifies Feud with CNN,/story/trump-intensifies-feud-cnn,Trump Marks Independence Day Weekend With Fantasy About Beating Up Journalists,http://www.huffingtonpost.com/entry/trump-cnn-fake-news_us_5958f441e4b02734df32ee02,HuffPost,Left,"
During his raucous campaign rallies, Trump often incited protests and violence against reporters.
","Trump tweets mock video of himself tackling, punching CNN logo",http://www.reuters.com/article/us-usa-trump-video-idUSKBN19N0OZ,Reuters,Center,"
President Donald Trump stepped up his feud with the media on Sunday by tweeting a mock video of himself tackling and repeatedly striking a man with a CNN logo super-imposed in place of his head, followed by a logo saying ""Fraud News Network.""
","Trump Body Slams ""#FraudNewsCNN"" in His Latest Assault Tweet",https://townhall.com/tipsheet/jennifervanlaar/2017/07/02/trumps-latest-anticnn-fakenews-tweet-n2349616,Townhall,Right,"
President Trump's morning attack tweet was aimed at perennial enemy, CNN, and he's taken it to a new level.
"
2016-12-01,Politics,Impact of Carrier Deal,/story/impact-carrier-deal,"Trump Saved Jobs at Carrier, but More Midwest Jobs Are in Jeopardy",http://www.nytimes.com/2016/11/30/business/economy/trump-saved-jobs-at-carrier-but-more-midwest-jobs-are-in-jeopardy.html?_r=0,New York Times (News),Lean Left,"
In tiny Sellersburg, Ind., just across the border from Kentucky, Manitowoc Foodservice is in the final stages of closing a factory that makes beverage dispensers and ice machines and is laying off 84 workers.
",Trump puts companies on notice with Carrier deal,http://thehill.com/homenews/administration/308219-trump-puts-companies-on-notice-with-carrier-deal,The Hill,Center,"
Donald Trump and Mike Pence will take a victory lap in Indianapolis on Thursday to tout what they are presenting as a successful negotiation with Carrier to keep nearly 1,000 U.S. jobs from moving to Mexico.
","The Trump Effect? After Carrier pledge to keep jobs in US, more companies may follow",http://www.foxnews.com/politics/2016/11/30/trump-effect-after-carrier-pledge-to-keep-jobs-in-us-more-companies-may-follow.html,Fox News Digital,Right,"
President-elect Donald Trump didn't wait to be sworn in to stop an air conditioner manufacturer from pulling out of America, and his top aides say he'll turn up the heat on other companies planning to send jobs outside the U.S.
"
